patent_id	assignee_sequence	assignee_id	disambig_assignee_individual_name_first	disambig_assignee_individual_name_last	disambig_assignee_organization	assignee_type	location_id
11001358	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0100
11001359	1	org:0013			TSMC Limited	2	loc-0555
11001360	1	org:0015			Amazon Technologies, Inc.	2	loc-0460
11001361	1	org:0022			NVIDIA Corporation	2	loc-0330
11001362	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0052
11001363	1	org:0011			LG Electronics Inc.	2	loc-0210
11001364	1	org:0026			Dell Products L.P.	2	loc-0456
11001365	1	org:0024			Hitachi, Ltd.	2	loc-0217
11001366	1	org:0025			BYD Company Limited	2	loc-0219
11001367	1	org:0030			ASML Netherlands B.V.	2	loc-0079
11001368	1	org:0026			Dell Products L.P.	2	loc-0587
11001370	1	org:0018			General Electric Company	2	loc-0278
11001371	1	org:0017			Boeing Company, The	2	loc-0028
11001372	1	org:0017			Boeing Company, The	2	loc-0306
11001373	1	org:0009			Sony Group Corporation	2	loc-0355
11001375	1	org:0012			Panasonic Holdings Corporation	2	loc-0314
11001376	1	org:0002			Canon Inc.	2	loc-0558
11001377	1	org:0000			International Business Machines Corporation	2	loc-0118
11001379	1	org:0022			NVIDIA Corporation	2	loc-0348
11001380	1	org:0028			Oracle International Corporation	2	loc-0214
11001381	1	org:0027			Cisco Technology, Inc.	2	loc-0054
11001382	1	org:0028			Oracle International Corporation	2	loc-0425
11001383	1	org:0025			BYD Company Limited	2	loc-0216
11001383	2	org:0000			International Business Machines Corporation	2	loc-0361
11001384	1	org:0021			Ford Global Technologies, LLC	2	loc-0387
11001385	1	org:0015			Amazon Technologies, Inc.	2	loc-0105
11001386	1	org:0022			NVIDIA Corporation	2	loc-0375
11001387	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0538
11001388	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0538
11001389	1	org:0029			SAP SE	2	loc-0586
11001390	1	org:0019			Siemens Aktiengesellschaft	2	loc-0577
11001391	1	org:0027			Cisco Technology, Inc.	2	loc-0499
11001391	2	org:0013			TSMC Limited	2	loc-0241
11001392	1	org:0018			General Electric Company	2	loc-0530
11001393	1	org:0024			Hitachi, Ltd.	2	loc-0585
11001394	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0517
11001395	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0069
11001396	1	org:0022			NVIDIA Corporation	2	loc-0485
11001397	1	org:0017			Boeing Company, The	2	loc-0097
11001398	1	org:0022			NVIDIA Corporation	2	loc-0482
11001399	1	org:0018			General Electric Company	2	loc-0302
11001400	1	org:0011			LG Electronics Inc.	2	loc-0058
11001401	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0525
11001402	1	org:0017			Boeing Company, The	2	loc-0094
11001402	2	org:0028			Oracle International Corporation	2	loc-0350
11001403	1	org:0013			TSMC Limited	2	loc-0181
11001404	1	org:0020			Robert Bosch GmbH	2	loc-0482
11001406	1	org:0010			Toyota Motor Corporation	2	loc-0458
11001407	1	org:0004			Intel Corporation	2	loc-0472
11001408	1	org:0011			LG Electronics Inc.	2	loc-0388
11001409	1	org:0025			BYD Company Limited	2	loc-0584
11001411	1	org:0004			Intel Corporation	2	loc-0440
11001412	1	org:0029			SAP SE	2	loc-0331
11001413	1	org:0010			Toyota Motor Corporation	2	loc-0485
11001414	1	org:0000			International Business Machines Corporation	2	loc-0169
11001415	1	org:0029			SAP SE	2	loc-0475
11001416	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0097
11001416	2	org:0016			Meta Platforms, Inc.	2	loc-0039
11001417	1	org:0029			SAP SE	2	loc-0085
11001418	1	org:0011			LG Electronics Inc.	2	loc-0370
11001419	1	org:0010			Toyota Motor Corporation	2	loc-0538
11001421	1	org:0002			Canon Inc.	2	loc-0449
11001422	1	org:0015			Amazon Technologies, Inc.	2	loc-0266
11001423	1	org:0029			SAP SE	2	loc-0302
11001424	1	org:0006			Apple Inc.	2	loc-0287
11001425	1	org:0022			NVIDIA Corporation	2	loc-0026
11001426	1	org:0011			LG Electronics Inc.	2	loc-0583
11001427	1	org:0008			Qualcomm Incorporated	2	loc-0332
11001428	1	org:0013			TSMC Limited	2	loc-0455
11001429	1	org:0026			Dell Products L.P.	2	loc-0340
11001430	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0570
11001431	1	org:0010			Toyota Motor Corporation	2	loc-0469
11001432	1	org:0012			Panasonic Holdings Corporation	2	loc-0356
11001433	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0594
11001434	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0110
11001435	1	org:0010			Toyota Motor Corporation	2	loc-0492
11001437	1	org:0015			Amazon Technologies, Inc.	2	loc-0256
11001438	1	org:0006			Apple Inc.	2	loc-0391
11001438	2	org:0001			Samsung Electronics Co., Ltd.	2	loc-0573
11001439	1	org:0026			Dell Products L.P.	2	loc-0077
11001440	1	org:0029			SAP SE	2	loc-0174
11001441	1	org:0021			Ford Global Technologies, LLC	2	loc-0345
11001442	1	org:0021			Ford Global Technologies, LLC	2	loc-0131
11001443	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0485
11001444	1	org:0027			Cisco Technology, Inc.	2	loc-0419
11001445	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0460
11001446	1	org:0022			NVIDIA Corporation	2	loc-0569
11001447	1	org:0010			Toyota Motor Corporation	2	loc-0471
11001448	1	org:0022			NVIDIA Corporation	2	loc-0266
11001449	1	org:0017			Boeing Company, The	2	loc-0323
11001450	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0548
11001451	1	org:0030			ASML Netherlands B.V.	2	loc-0108
11001451	2	org:0023			Micron Technology, Inc.	2	loc-0082
11001452	1	org:0024			Hitachi, Ltd.	2	loc-0029
11001453	1	org:0025			BYD Company Limited	2	loc-0415
11001454	1	org:0011			LG Electronics Inc.	2	loc-0165
11001455	1	org:0010			Toyota Motor Corporation	2	loc-0114
11001456	1	org:0011			LG Electronics Inc.	2	loc-0449
11001457	1	org:0015			Amazon Technologies, Inc.	2	loc-0385
11001458	1	org:0019			Siemens Aktiengesellschaft	2	loc-0445
11001459	1	org:0008			Qualcomm Incorporated	2	loc-0081
11001460	1	org:0011			LG Electronics Inc.	2	loc-0374
11001461	1	org:0022			NVIDIA Corporation	2	loc-0375
11001462	1	org:0021			Ford Global Technologies, LLC	2	loc-0375
11001463	1	org:0000			International Business Machines Corporation	2	loc-0011
11001464	1	org:0017			Boeing Company, The	2	loc-0562
11001465	1	org:0022			NVIDIA Corporation	2	loc-0064
11001465	2	org:0000			International Business Machines Corporation	2	loc-0507
11001466	1	org:0018			General Electric Company	2	loc-0478
11001467	1	org:0031			Tesla, Inc.	2	loc-0228
11001468	1	org:0023			Micron Technology, Inc.	2	loc-0340
11001468	2	org:0006			Apple Inc.	2	loc-0160
11001469	1	org:0015			Amazon Technologies, Inc.	2	loc-0474
11001470	1	org:0006			Apple Inc.	2	loc-0018
11001472	1	org:0000			International Business Machines Corporation	2	loc-0389
11001472	2	org:0016			Meta Platforms, Inc.	2	loc-0279
11001473	1	org:0024			Hitachi, Ltd.	2	loc-0244
11001474	1	org:0010			Toyota Motor Corporation	2	loc-0520
11001475	1	org:0009			Sony Group Corporation	2	loc-0228
11001476	1	org:0022			NVIDIA Corporation	2	loc-0548
11001477	1	org:0000			International Business Machines Corporation	2	loc-0251
11001478	1	org:0004			Intel Corporation	2	loc-0045
11001479	1	org:0004			Intel Corporation	2	loc-0513
11001480	1	org:0030			ASML Netherlands B.V.	2	loc-0433
11001481	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0016
11001482	1	org:0017			Boeing Company, The	2	loc-0265
11001483	1	org:0008			Qualcomm Incorporated	2	loc-0230
11001484	1	org:0018			General Electric Company	2	loc-0289
11001485	1	org:0000			International Business Machines Corporation	2	loc-0476
11001487	1	org:0010			Toyota Motor Corporation	2	loc-0312
11001488	1	org:0012			Panasonic Holdings Corporation	2	loc-0371
11001489	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0109
11001490	1	org:0006			Apple Inc.	2	loc-0097
11001491	1	org:0011			LG Electronics Inc.	2	loc-0366
11001492	1	org:0010			Toyota Motor Corporation	2	loc-0093
11001493	1	org:0004			Intel Corporation	2	loc-0012
11001493	2	org:0010			Toyota Motor Corporation	2	loc-0029
11001494	1	org:0007			Google LLC	2	loc-0442
11001495	1	org:0021			Ford Global Technologies, LLC	2	loc-0156
11001496	1	org:0007			Google LLC	2	loc-0517
11001497	1	org:0012			Panasonic Holdings Corporation	2	loc-0310
11001497	2	org:0022			NVIDIA Corporation	2	loc-0340
11001498	1	org:0007			Google LLC	2	loc-0542
11001499	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0089
11001501	1	org:0019			Siemens Aktiengesellschaft	2	loc-0130
11001502	1	org:0021			Ford Global Technologies, LLC	2	loc-0279
11001503	1	org:0008			Qualcomm Incorporated	2	loc-0544
11001504	1	org:0006			Apple Inc.	2	loc-0518
11001505	1	org:0022			NVIDIA Corporation	2	loc-0100
11001506	1	org:0031			Tesla, Inc.	2	loc-0143
11001507	1	org:0002			Canon Inc.	2	loc-0180
11001508	1	org:0026			Dell Products L.P.	2	loc-0348
11001508	2	org:0000			International Business Machines Corporation	2	loc-0440
11001509	1	org:0002			Canon Inc.	2	loc-0217
11001510	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0092
11001511	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0333
11001512	1	org:0013			TSMC Limited	2	loc-0192
11001513	1	org:0024			Hitachi, Ltd.	2	loc-0307
11001514	1	org:0011			LG Electronics Inc.	2	loc-0500
11001515	1	org:0025			BYD Company Limited	2	loc-0320
11001516	1	org:0004			Intel Corporation	2	loc-0319
11001517	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0459
11001518	1	org:0012			Panasonic Holdings Corporation	2	loc-0563
11001519	1	org:0027			Cisco Technology, Inc.	2	loc-0033
11001521	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0023
11001522	1	org:0007			Google LLC	2	loc-0382
11001523	1	org:0000			International Business Machines Corporation	2	loc-0076
11001524	1	org:0026			Dell Products L.P.	2	loc-0283
11001525	1	org:0028			Oracle International Corporation	2	loc-0401
11001526	1	org:0012			Panasonic Holdings Corporation	2	loc-0448
11001527	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0435
11001528	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0028
11001530	1	org:0016			Meta Platforms, Inc.	2	loc-0156
11001532	1	org:0023			Micron Technology, Inc.	2	loc-0523
11001532	2	org:0010			Toyota Motor Corporation	2	loc-0199
11001533	1	org:0024			Hitachi, Ltd.	2	loc-0102
11001533	2	org:0001			Samsung Electronics Co., Ltd.	2	loc-0449
11001534	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0094
11001535	1	org:0013			TSMC Limited	2	loc-0026
11001536	1	org:0009			Sony Group Corporation	2	loc-0152
11001537	1	org:0007			Google LLC	2	loc-0193
11001538	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0484
11001539	1	org:0000			International Business Machines Corporation	2	loc-0032
11001541	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0314
11001542	1	org:0009			Sony Group Corporation	2	loc-0233
11001543	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0389
11001544	1	org:0010			Toyota Motor Corporation	2	loc-0539
11001545	1	org:0019			Siemens Aktiengesellschaft	2	loc-0420
11001545	2	org:0005			Huawei Technologies Co., Ltd.	2	loc-0039
11001546	1	org:0025			BYD Company Limited	2	loc-0146
11001547	1	org:0024			Hitachi, Ltd.	2	loc-0245
11001548	1	org:0002			Canon Inc.	2	loc-0431
11001549	1	org:0004			Intel Corporation	2	loc-0072
11001550	1	org:0008			Qualcomm Incorporated	2	loc-0439
11001552	1	org:0031			Tesla, Inc.	2	loc-0070
11001553	1	org:0028			Oracle International Corporation	2	loc-0161
11001554	1	org:0006			Apple Inc.	2	loc-0028
11001555	1	org:0031			Tesla, Inc.	2	loc-0221
11001556	1	org:0024			Hitachi, Ltd.	2	loc-0340
11001557	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0011
11001558	1	org:0026			Dell Products L.P.	2	loc-0100
11001559	1	org:0006			Apple Inc.	2	loc-0460
11001560	1	org:0017			Boeing Company, The	2	loc-0286
11001561	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0410
11001562	1	org:0008			Qualcomm Incorporated	2	loc-0098
11001562	2	org:0026			Dell Products L.P.	2	loc-0321
11001563	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0523
11001564	1	org:0007			Google LLC	2	loc-0068
11001565	1	org:0012			Panasonic Holdings Corporation	2	loc-0309
11001566	1	org:0018			General Electric Company	2	loc-0030
11001567	1	org:0008			Qualcomm Incorporated	2	loc-0418
11001568	1	org:0002			Canon Inc.	2	loc-0214
11001569	1	org:0009			Sony Group Corporation	2	loc-0276
11001570	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0509
11001571	1	org:0023			Micron Technology, Inc.	2	loc-0037
11001572	1	org:0016			Meta Platforms, Inc.	2	loc-0404
11001573	1	org:0004			Intel Corporation	2	loc-0040
11001574	1	org:0011			LG Electronics Inc.	2	loc-0505
11001575	1	org:0006			Apple Inc.	2	loc-0366
11001576	1	org:0015			Amazon Technologies, Inc.	2	loc-0392
11001577	1	org:0030			ASML Netherlands B.V.	2	loc-0258
11001578	1	org:0022			NVIDIA Corporation	2	loc-0463
11001578	2	org:0027			Cisco Technology, Inc.	2	loc-0050
11001580	1	org:0029			SAP SE	2	loc-0117
11001581	1	org:0026			Dell Products L.P.	2	loc-0099
11001582	1	org:0027			Cisco Technology, Inc.	2	loc-0154
11001583	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0232
11001584	1	org:0015			Amazon Technologies, Inc.	2	loc-0331
11001585	1	org:0008			Qualcomm Incorporated	2	loc-0448
11001586	1	org:0031			Tesla, Inc.	2	loc-0131
11001587	1	org:0011			LG Electronics Inc.	2	loc-0230
11001588	1	org:0029			SAP SE	2	loc-0207
11001589	1	org:0013			TSMC Limited	2	loc-0036
11001590	1	org:0006			Apple Inc.	2	loc-0239
11001590	2	org:0019			Siemens Aktiengesellschaft	2	loc-0149
11001591	1	org:0027			Cisco Technology, Inc.	2	loc-0140
11001591	2	org:0013			TSMC Limited	2	loc-0533
11001592	1	org:0020			Robert Bosch GmbH	2	loc-0320
11001593	1	org:0019			Siemens Aktiengesellschaft	2	loc-0480
11001594	1	org:0030			ASML Netherlands B.V.	2	loc-0511
11001595	1	org:0006			Apple Inc.	2	loc-0128
11001596	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0231
11001597	1	org:0025			BYD Company Limited	2	loc-0134
11001598	1	org:0009			Sony Group Corporation	2	loc-0099
11001599	1	org:0031			Tesla, Inc.	2	loc-0050
11001599	2	org:0017			Boeing Company, The	2	loc-0375
11001601	1	org:0021			Ford Global Technologies, LLC	2	loc-0594
11001602	1	org:0008			Qualcomm Incorporated	2	loc-0456
11001603	1	org:0017			Boeing Company, The	2	loc-0216
11001604	1	org:0020			Robert Bosch GmbH	2	loc-0538
11001605	1	org:0017			Boeing Company, The	2	loc-0569
11001606	1	org:0022			NVIDIA Corporation	2	loc-0197
11001607	1	org:0019			Siemens Aktiengesellschaft	2	loc-0202
11001608	1	org:0031			Tesla, Inc.	2	loc-0445
11001609	1	org:0009			Sony Group Corporation	2	loc-0436
11001610	1	org:0002			Canon Inc.	2	loc-0470
11001610	2	org:0004			Intel Corporation	2	loc-0440
11001611	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0274
11001612	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0044
11001613	1	org:0019			Siemens Aktiengesellschaft	2	loc-0330
11001614	1	org:0010			Toyota Motor Corporation	2	loc-0443
11001614	2	org:0018			General Electric Company	2	loc-0353
11001615	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0400
11001618	1	org:0027			Cisco Technology, Inc.	2	loc-0531
11001620	1	org:0022			NVIDIA Corporation	2	loc-0598
11001621	1	org:0004			Intel Corporation	2	loc-0180
11001622	1	org:0012			Panasonic Holdings Corporation	2	loc-0440
11001623	1	org:0009			Sony Group Corporation	2	loc-0518
11001624	1	org:0006			Apple Inc.	2	loc-0008
11001625	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0091
11001626	1	org:0027			Cisco Technology, Inc.	2	loc-0154
11001627	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0465
11001628	1	org:0019			Siemens Aktiengesellschaft	2	loc-0230
11001629	1	org:0026			Dell Products L.P.	2	loc-0411
11001630	1	org:0002			Canon Inc.	2	loc-0463
11001631	1	org:0028			Oracle International Corporation	2	loc-0411
11001632	1	org:0018			General Electric Company	2	loc-0113
11001633	1	org:0019			Siemens Aktiengesellschaft	2	loc-0245
11001634	1	org:0019			Siemens Aktiengesellschaft	2	loc-0002
11001635	1	org:0009			Sony Group Corporation	2	loc-0129
11001636	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0499
11001637	1	org:0018			General Electric Company	2	loc-0026
11001638	1	org:0018			General Electric Company	2	loc-0501
11001639	1	org:0015			Amazon Technologies, Inc.	2	loc-0218
11001640	1	org:0006			Apple Inc.	2	loc-0549
11001641	1	org:0028			Oracle International Corporation	2	loc-0005
11001641	2	org:0005			Huawei Technologies Co., Ltd.	2	loc-0299
11001642	1	org:0031			Tesla, Inc.	2	loc-0066
11001643	1	org:0019			Siemens Aktiengesellschaft	2	loc-0295
11001644	1	org:0022			NVIDIA Corporation	2	loc-0471
11001644	2	org:0015			Amazon Technologies, Inc.	2	loc-0110
11001645	1	org:0028			Oracle International Corporation	2	loc-0221
11001646	1	org:0012			Panasonic Holdings Corporation	2	loc-0570
11001647	1	org:0025			BYD Company Limited	2	loc-0067
11001647	2	org:0001			Samsung Electronics Co., Ltd.	2	loc-0403
11001648	1	org:0013			TSMC Limited	2	loc-0123
11001649	1	org:0016			Meta Platforms, Inc.	2	loc-0299
11001650	1	org:0018			General Electric Company	2	loc-0196
11001651	1	org:0006			Apple Inc.	2	loc-0187
11001652	1	org:0008			Qualcomm Incorporated	2	loc-0511
11001652	2	org:0018			General Electric Company	2	loc-0441
11001653	1	org:0025			BYD Company Limited	2	loc-0182
11001654	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0106
11001655	1	org:0013			TSMC Limited	2	loc-0291
11001656	1	org:0011			LG Electronics Inc.	2	loc-0080
11001657	1	org:0002			Canon Inc.	2	loc-0444
11001658	1	org:0006			Apple Inc.	2	loc-0086
11001659	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0048
11001659	2	org:0003			Microsoft Technology Licensing, LLC	2	loc-0214
11001660	1	org:0000			International Business Machines Corporation	2	loc-0023
11001661	1	org:0012			Panasonic Holdings Corporation	2	loc-0255
11001662	1	org:0027			Cisco Technology, Inc.	2	loc-0450
11001663	1	org:0024			Hitachi, Ltd.	2	loc-0458
11001664	1	org:0019			Siemens Aktiengesellschaft	2	loc-0229
11001665	1	org:0028			Oracle International Corporation	2	loc-0396
11001666	1	org:0006			Apple Inc.	2	loc-0548
11001667	1	org:0017			Boeing Company, The	2	loc-0250
11001668	1	org:0012			Panasonic Holdings Corporation	2	loc-0140
11001668	2	org:0000			International Business Machines Corporation	2	loc-0196
11001669	1	org:0014			Tencent Technology (Shenzhen) Company Ltd.	2	loc-0055
11001670	1	org:0020			Robert Bosch GmbH	2	loc-0412
11001671	1	org:0008			Qualcomm Incorporated	2	loc-0175
11001671	2	org:0022			NVIDIA Corporation	2	loc-0162
11001672	1	org:0002			Canon Inc.	2	loc-0595
11001673	1	org:0018			General Electric Company	2	loc-0325
11001674	1	org:0015			Amazon Technologies, Inc.	2	loc-0221
11001675	1	org:0013			TSMC Limited	2	loc-0168
11001676	1	org:0017			Boeing Company, The	2	loc-0540
11001676	2	org:0015			Amazon Technologies, Inc.	2	loc-0129
11001677	1	org:0031			Tesla, Inc.	2	loc-0065
11001678	1	org:0002			Canon Inc.	2	loc-0194
11001679	1	org:0021			Ford Global Technologies, LLC	2	loc-0014
11001680	1	org:0016			Meta Platforms, Inc.	2	loc-0561
11001681	1	org:0007			Google LLC	2	loc-0295
11001682	1	org:0026			Dell Products L.P.	2	loc-0471
11001683	1	org:0012			Panasonic Holdings Corporation	2	loc-0434
11001684	1	org:0020			Robert Bosch GmbH	2	loc-0575
11001684	2	org:0022			NVIDIA Corporation	2	loc-0480
11001685	1	org:0030			ASML Netherlands B.V.	2	loc-0305
11001686	1	org:0027			Cisco Technology, Inc.	2	loc-0461
11001687	1	org:0020			Robert Bosch GmbH	2	loc-0294
11001688	1	org:0025			BYD Company Limited	2	loc-0314
11001689	1	org:0013			TSMC Limited	2	loc-0128
11001690	1	org:0022			NVIDIA Corporation	2	loc-0061
11001691	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0198
11001692	1	org:0015			Amazon Technologies, Inc.	2	loc-0581
11001693	1	org:0024			Hitachi, Ltd.	2	loc-0235
11001694	1	org:0019			Siemens Aktiengesellschaft	2	loc-0105
11001694	2	org:0008			Qualcomm Incorporated	2	loc-0373
11001695	1	org:0019			Siemens Aktiengesellschaft	2	loc-0219
11001696	1	org:0023			Micron Technology, Inc.	2	loc-0370
11001697	1	org:0021			Ford Global Technologies, LLC	2	loc-0078
11001698	1	org:0006			Apple Inc.	2	loc-0513
11001699	1	org:0004			Intel Corporation	2	loc-0178
11001700	1	org:0009			Sony Group Corporation	2	loc-0597
11001701	1	org:0029			SAP SE	2	loc-0500
11001702	1	org:0006			Apple Inc.	2	loc-0129
11001703	1	org:0025			BYD Company Limited	2	loc-0574
11001704	1	org:0011			LG Electronics Inc.	2	loc-0181
11001705	1	org:0016			Meta Platforms, Inc.	2	loc-0118
11001706	1	org:0022			NVIDIA Corporation	2	loc-0530
11001707	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0442
11001708	1	org:0026			Dell Products L.P.	2	loc-0348
11001709	1	org:0020			Robert Bosch GmbH	2	loc-0439
11001710	1	org:0011			LG Electronics Inc.	2	loc-0011
11001711	1	org:0009			Sony Group Corporation	2	loc-0118
11001712	1	org:0030			ASML Netherlands B.V.	2	loc-0516
11001712	2	org:0027			Cisco Technology, Inc.	2	loc-0186
11001713	1	org:0015			Amazon Technologies, Inc.	2	loc-0128
11001714	1	org:0029			SAP SE	2	loc-0282
11001715	1	org:0011			LG Electronics Inc.	2	loc-0594
11001716	1	org:0030			ASML Netherlands B.V.	2	loc-0571
11001717	1	org:0007			Google LLC	2	loc-0128
11001718	1	org:0028			Oracle International Corporation	2	loc-0050
11001719	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0099
11001720	1	org:0018			General Electric Company	2	loc-0553
11001721	1	org:0016			Meta Platforms, Inc.	2	loc-0416
11001722	1	org:0004			Intel Corporation	2	loc-0253
11001723	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0040
11001723	2	org:0028			Oracle International Corporation	2	loc-0327
11001724	1	org:0000			International Business Machines Corporation	2	loc-0209
11001724	2	org:0005			Huawei Technologies Co., Ltd.	2	loc-0278
11001725	1	org:0015			Amazon Technologies, Inc.	2	loc-0208
11001726	1	org:0009			Sony Group Corporation	2	loc-0526
11001727	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0253
11001728	1	org:0020			Robert Bosch GmbH	2	loc-0407
11001729	1	org:0020			Robert Bosch GmbH	2	loc-0043
11001730	1	org:0025			BYD Company Limited	2	loc-0486
11001731	1	org:0022			NVIDIA Corporation	2	loc-0580
11001732	1	org:0021			Ford Global Technologies, LLC	2	loc-0374
11001733	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0450
11001734	1	org:0025			BYD Company Limited	2	loc-0550
11001735	1	org:0031			Tesla, Inc.	2	loc-0362
11001736	1	org:0020			Robert Bosch GmbH	2	loc-0264
11001737	1	org:0012			Panasonic Holdings Corporation	2	loc-0551
11001738	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0439
11001739	1	org:0021			Ford Global Technologies, LLC	2	loc-0215
11001740	1	org:0017			Boeing Company, The	2	loc-0393
11001741	1	org:0026			Dell Products L.P.	2	loc-0023
11001742	1	org:0007			Google LLC	2	loc-0519
11001743	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0057
11001744	1	org:0012			Panasonic Holdings Corporation	2	loc-0239
11001745	1	org:0031			Tesla, Inc.	2	loc-0113
11001746	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0007
11001747	1	org:0020			Robert Bosch GmbH	2	loc-0012
11001748	1	org:0016			Meta Platforms, Inc.	2	loc-0364
11001749	1	org:0027			Cisco Technology, Inc.	2	loc-0453
11001750	1	org:0027			Cisco Technology, Inc.	2	loc-0050
11001751	1	org:0031			Tesla, Inc.	2	loc-0224
11001752	1	org:0022			NVIDIA Corporation	2	loc-0258
11001753	1	org:0008			Qualcomm Incorporated	2	loc-0239
11001754	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0508
11001755	1	org:0022			NVIDIA Corporation	2	loc-0329
11001756	1	org:0013			TSMC Limited	2	loc-0099
11001757	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0256
11001757	2	org:0013			TSMC Limited	2	loc-0526
11001758	1	org:0018			General Electric Company	2	loc-0187
11001759	1	org:0026			Dell Products L.P.	2	loc-0125
11001760	1	org:0017			Boeing Company, The	2	loc-0028
11001761	1	org:0016			Meta Platforms, Inc.	2	loc-0415
11001762	1	org:0023			Micron Technology, Inc.	2	loc-0306
11001763	1	org:0005			Huawei Technologies Co., Ltd.	2	loc-0403
11001764	1	org:0008			Qualcomm Incorporated	2	loc-0074
11001765	1	org:0021			Ford Global Technologies, LLC	2	loc-0011
11001766	1	org:0011			LG Electronics Inc.	2	loc-0240
11001769	1	org:0017			Boeing Company, The	2	loc-0349
11001770	1	org:0030			ASML Netherlands B.V.	2	loc-0489
11001771	1	org:0020			Robert Bosch GmbH	2	loc-0302
11001772	1	org:0021			Ford Global Technologies, LLC	2	loc-0359
11001773	1	org:0030			ASML Netherlands B.V.	2	loc-0549
11001774	1	org:0021			Ford Global Technologies, LLC	2	loc-0156
11001775	1	org:0018			General Electric Company	2	loc-0184
11001776	1	org:0015			Amazon Technologies, Inc.	2	loc-0245
11001777	1	org:0000			International Business Machines Corporation	2	loc-0274
11001778	1	org:0010			Toyota Motor Corporation	2	loc-0436
11001779	1	org:0025			BYD Company Limited	2	loc-0527
11001780	1	org:0023			Micron Technology, Inc.	2	loc-0052
11001780	2	org:0005			Huawei Technologies Co., Ltd.	2	loc-0377
11001781	1	org:0015			Amazon Technologies, Inc.	2	loc-0424
11001781	2	org:0021			Ford Global Technologies, LLC	2	loc-0029
11001782	1	org:0031			Tesla, Inc.	2	loc-0141
11001783	1	org:0030			ASML Netherlands B.V.	2	loc-0473
11001786	1	org:0027			Cisco Technology, Inc.	2	loc-0441
11001787	1	org:0003			Microsoft Technology Licensing, LLC	2	loc-0236
11001788	1	org:0016			Meta Platforms, Inc.	2	loc-0491
11001789	1	org:0018			General Electric Company	2	loc-0414
11001790	1	org:0004			Intel Corporation	2	loc-0044
11001791	1	org:0002			Canon Inc.	2	loc-0209
11001792	1	org:0002			Canon Inc.	2	loc-0358
11001793	1	org:0001			Samsung Electronics Co., Ltd.	2	loc-0372
11001794	1	org:0007			Google LLC	2	loc-0015
11001795	1	org:0010			Toyota Motor Corporation	2	loc-0095
11001796	1	org:0006			Apple Inc.	2	loc-0197
