patent_id	inventor_id	location_id
11000229	fl:fatima_ln:miller-00287	loc-0153
11000230	fl:hans_ln:smith-01019	loc-0150
11000230	fl:chen_ln:smith-01200	loc-0067
11000231	fl:chen_ln:park-00149	loc-0063
11000232	fl:liu_ln:patel-01142	loc-0194
11000233	fl:luca_ln:khan-01457	loc-0199
11000234	fl:luca_ln:hassan-00365	loc-0165
11000234	fl:anika_ln:wilson-00896	loc-0132
11000234	fl:carlos_ln:hassan-00061	loc-0045
11000235	fl:seo-yun_ln:park-00846	loc-0006
11000235	fl:liam_ln:petrov-00299	loc-0031
11000235	fl:priya_ln:yamamoto-01679	loc-0088
11000236	fl:noah_ln:brown-00154	loc-0009
11000236	fl:aisha_ln:davis-01452	loc-0102
11000236	fl:alice_ln:johnson-00062	loc-0185
11000236	fl:liu_ln:johnson-00790	loc-0155
11000237	fl:kenji_ln:sharma-01311	loc-0069
11000237	fl:john_ln:smith-00185	loc-0041
11000237	fl:marco_ln:miller-00667	loc-0153
11000237	fl:liu_ln:kumar-01182	loc-0184
11000238	fl:ivan_ln:park-00713	loc-0010
11000238	fl:seo-yun_ln:tanaka-01417	loc-0051
11000239	fl:sofia_ln:dupont-01501	loc-0095
11000239	fl:pierre_ln:yamamoto-00163	loc-0177
11000240	fl:camille_ln:miller-01440	loc-0030
11000240	fl:anika_ln:khan-00444	loc-0184
11000241	fl:mohammed_ln:conti-01672	loc-0192
11000241	fl:liam_ln:brown-00752	loc-0160
11000241	fl:alice_ln:gupta-00975	loc-0069
11000242	fl:sofia_ln:smith-00825	loc-0164
11000243	fl:oliver_ln:ahmed-01108	loc-0038
11000243	fl:john_ln:kumar-01530	loc-0132
11000243	fl:wei_ln:patel-00528	loc-0109
11000243	fl:aisha_ln:zhang-01079	loc-0069
11000244	fl:chen_ln:petrov-00458	loc-0114
11000244	fl:chen_ln:esposito-01165	loc-0062
11000245	fl:carlos_ln:tanaka-01345	loc-0122
11000245	fl:yuki_ln:ferrari-01027	loc-0198
11000246	fl:chen_ln:patel-01063	loc-0101
11000246	fl:natasha_ln:khan-01747	loc-0167
11000246	fl:olivia_ln:zhang-00369	loc-0186
11000247	fl:marco_ln:conti-01442	loc-0160
11000247	fl:noah_ln:dupont-00732	loc-0085
11000248	fl:isabella_ln:esposito-00740	loc-0106
11000248	fl:isabella_ln:conti-00736	loc-0162
11000249	fl:camille_ln:patel-01320	loc-0074
11000249	fl:natasha_ln:conti-01413	loc-0153
11000249	fl:sofia_ln:garcia-00758	loc-0170
11000250	fl:mohammed_ln:yamamoto-00987	loc-0151
11000251	fl:hans_ln:miller-00872	loc-0128
11000251	fl:luca_ln:park-00106	loc-0110
11000251	fl:camille_ln:sato-00965	loc-0044
11000251	fl:anika_ln:müller-00182	loc-0178
11000252	fl:chen_ln:kim-01493	loc-0132
11000252	fl:jin_ln:chen-01529	loc-0043
11000252	fl:seo-yun_ln:kim-01270	loc-0010
11000253	fl:alice_ln:kumar-01467	loc-0173
11000253	fl:natasha_ln:garcia-00011	loc-0162
11000253	fl:fatima_ln:müller-01579	loc-0102
11000253	fl:alice_ln:smith-00641	loc-0083
11000254	fl:anika_ln:dupont-00218	loc-0027
11000254	fl:giulia_ln:sato-00017	loc-0180
11000255	fl:john_ln:wilson-01054	loc-0074
11000255	fl:isabella_ln:müller-01280	loc-0041
11000255	fl:hans_ln:sato-00111	loc-0172
11000256	fl:rajesh_ln:johnson-00336	loc-0186
11000256	fl:ivan_ln:ivanov-00266	loc-0103
11000256	fl:camille_ln:johnson-00505	loc-0080
11000257	fl:pierre_ln:schmidt-01788	loc-0085
11000258	fl:sofia_ln:davis-00954	loc-0104
11000258	fl:giulia_ln:martin-01497	loc-0143
11000258	fl:anika_ln:wilson-00896	loc-0053
11000258	fl:kenji_ln:schmidt-00173	loc-0122
11000258	fl:pierre_ln:dupont-00804	loc-0060
11000259	fl:aisha_ln:petrov-00746	loc-0011
11000259	fl:oliver_ln:rodriguez-01059	loc-0039
11000260	fl:fatima_ln:taylor-00249	loc-0066
11000260	fl:sakura_ln:brown-00398	loc-0063
11000261	fl:hiroshi_ln:zhang-01608	loc-0076
11000261	fl:mohammed_ln:johnson-00361	loc-0121
11000262	fl:priya_ln:garcia-00892	loc-0044
11000262	fl:ahmed_ln:ahmed-00253	loc-0187
11000262	fl:olivia_ln:martin-01628	loc-0015
11000262	fl:wei_ln:suzuki-00132	loc-0072
11000262	fl:natasha_ln:brown-01689	loc-0119
11000263	fl:hans_ln:hassan-01669	loc-0111
11000264	fl:noah_ln:sato-00620	loc-0134
11000264	fl:liam_ln:park-01511	loc-0135
11000265	fl:anika_ln:li-00406	loc-0194
11000265	fl:marco_ln:wilson-00725	loc-0118
11000265	fl:camille_ln:müller-00708	loc-0050
11000266	fl:luca_ln:petrov-01042	loc-0042
11000266	fl:natasha_ln:taylor-00280	loc-0087
11000266	fl:hans_ln:martin-01477	loc-0106
11000267	fl:john_ln:garcia-00652	loc-0068
11000267	fl:olivia_ln:sharma-01575	loc-0007
11000267	fl:priya_ln:kumar-00172	loc-0153
11000268	fl:aisha_ln:ahmed-01030	loc-0131
11000269	fl:mohammed_ln:davis-01406	loc-0027
11000269	fl:wei_ln:ferrari-00854	loc-0065
11000269	fl:ahmed_ln:miller-01131	loc-0043
11000270	fl:ivan_ln:park-01738	loc-0062
11000270	fl:luca_ln:miller-00439	loc-0160
11000270	fl:wei_ln:hassan-01061	loc-0080
11000270	fl:luca_ln:park-00491	loc-0088
11000271	fl:fatima_ln:conti-01503	loc-0005
11000271	fl:ivan_ln:park-01738	loc-0174
11000271	fl:kenji_ln:ali-00411	loc-0036
11000271	fl:sofia_ln:yamamoto-00638	loc-0151
11000272	fl:liu_ln:sato-01663	loc-0134
11000272	fl:aisha_ln:davis-00553	loc-0128
11000272	fl:amelia_ln:smith-00624	loc-0121
11000273	fl:ivan_ln:ahmed-01574	loc-0049
11000273	fl:yuki_ln:miller-00936	loc-0114
11000273	fl:luca_ln:yamamoto-00412	loc-0029
11000274	fl:alice_ln:wang-00441	loc-0038
11000274	fl:marco_ln:kumar-01191	loc-0121
11000275	fl:hiroshi_ln:petrov-01365	loc-0019
11000275	fl:aisha_ln:petrov-00746	loc-0006
11000275	fl:priya_ln:zhang-00682	loc-0082
11000275	fl:liu_ln:johnson-00790	loc-0146
11000275	fl:isabella_ln:chen-00852	loc-0066
11000276	fl:hans_ln:miller-00872	loc-0110
11000276	fl:carlos_ln:kumar-00086	loc-0019
11000276	fl:fatima_ln:tanaka-00945	loc-0190
11000277	fl:amelia_ln:dupont-00760	loc-0124
11000277	fl:alice_ln:rossi-00245	loc-0106
11000278	fl:giulia_ln:sato-00017	loc-0097
11000278	fl:greta_ln:wang-00871	loc-0104
11000279	fl:oliver_ln:sato-00342	loc-0039
11000279	fl:yuki_ln:kumar-01015	loc-0132
11000279	fl:sofia_ln:smith-00890	loc-0076
11000279	fl:anika_ln:ali-00317	loc-0000
11000280	fl:aisha_ln:suzuki-00801	loc-0089
11000281	fl:luca_ln:ahmed-00756	loc-0157
11000282	fl:chen_ln:patel-00629	loc-0000
11000282	fl:sakura_ln:gupta-01298	loc-0041
11000282	fl:priya_ln:ivanov-01527	loc-0046
11000283	fl:yuki_ln:müller-01224	loc-0105
11000283	fl:rajesh_ln:dupont-01279	loc-0001
11000284	fl:fatima_ln:yamamoto-01186	loc-0154
11000284	fl:alice_ln:miller-01296	loc-0193
11000284	fl:pierre_ln:suzuki-01589	loc-0095
11000285	fl:liu_ln:davis-00385	loc-0083
11000285	fl:ivan_ln:esposito-00888	loc-0105
11000285	fl:santosh_ln:sato-01072	loc-0038
11000285	fl:santosh_ln:conti-00071	loc-0153
11000286	fl:alice_ln:sharma-01158	loc-0127
11000286	fl:liu_ln:schmidt-00928	loc-0042
11000286	fl:santosh_ln:chen-01302	loc-0194
11000287	fl:emma_ln:müller-01136	loc-0060
11000288	fl:priya_ln:brown-01197	loc-0115
11000288	fl:giulia_ln:taylor-01352	loc-0077
11000289	fl:carlos_ln:zhang-00865	loc-0128
11000289	fl:camille_ln:patel-01320	loc-0177
11000290	fl:kenji_ln:tanaka-00751	loc-0091
11000290	fl:natasha_ln:khan-01747	loc-0038
11000291	fl:sofia_ln:miller-00904	loc-0147
11000292	fl:pierre_ln:yamamoto-00163	loc-0179
11000292	fl:carlos_ln:ali-00992	loc-0194
11000293	fl:marco_ln:anderson-00167	loc-0012
11000293	fl:amelia_ln:ivanov-01703	loc-0078
11000293	fl:jin_ln:rossi-00187	loc-0012
11000294	fl:luca_ln:wilson-00926	loc-0143
11000295	fl:sofia_ln:müller-00702	loc-0071
11000295	fl:anika_ln:kumar-01523	loc-0030
11000296	fl:ivan_ln:tanaka-01304	loc-0027
11000296	fl:carlos_ln:sato-00021	loc-0020
11000296	fl:isabella_ln:martin-01226	loc-0074
11000297	fl:sofia_ln:hassan-01175	loc-0101
11000297	fl:oliver_ln:tanaka-01267	loc-0044
11000297	fl:hiroshi_ln:park-00538	loc-0105
11000298	fl:wei_ln:khan-01195	loc-0037
11000298	fl:oliver_ln:tanaka-00856	loc-0042
11000298	fl:sofia_ln:davis-00516	loc-0143
11000299	fl:marco_ln:brown-00913	loc-0197
11000299	fl:isabella_ln:suzuki-00559	loc-0066
11000299	fl:fatima_ln:wilson-00093	loc-0063
11000299	fl:greta_ln:rodriguez-00303	loc-0006
11000300	fl:oliver_ln:ferrari-01101	loc-0121
11000300	fl:alice_ln:chen-00544	loc-0150
11000300	fl:camille_ln:dupont-01688	loc-0114
11000301	fl:amelia_ln:rossi-01777	loc-0001
11000302	fl:isabella_ln:johnson-00494	loc-0192
11000302	fl:ahmed_ln:wilson-01404	loc-0192
11000303	fl:hans_ln:hassan-00147	loc-0133
11000304	fl:wei_ln:kumar-01016	loc-0164
11000305	fl:oliver_ln:rodriguez-01232	loc-0022
11000305	fl:ahmed_ln:conti-00660	loc-0106
11000305	fl:rajesh_ln:wang-00318	loc-0076
11000306	fl:natasha_ln:kumar-01458	loc-0190
11000306	fl:giulia_ln:rodriguez-01531	loc-0175
11000306	fl:fatima_ln:anderson-00091	loc-0186
11000306	fl:alice_ln:gupta-00035	loc-0144
11000307	fl:sofia_ln:khan-00842	loc-0023
11000307	fl:isabella_ln:wang-00910	loc-0001
11000307	fl:camille_ln:martin-01076	loc-0116
11000307	fl:ivan_ln:ahmed-00271	loc-0101
11000308	fl:alice_ln:johnson-00062	loc-0070
11000309	fl:kenji_ln:miller-01100	loc-0063
11000310	fl:mohammed_ln:kim-00463	loc-0048
11000310	fl:camille_ln:johnson-00794	loc-0097
11000310	fl:pierre_ln:ali-01525	loc-0068
11000311	fl:hiroshi_ln:esposito-01020	loc-0082
11000312	fl:anika_ln:esposito-01362	loc-0105
11000313	fl:natasha_ln:rodriguez-00749	loc-0167
11000313	fl:sofia_ln:petrov-01369	loc-0145
11000314	fl:alice_ln:kumar-01467	loc-0106
11000314	fl:santosh_ln:suzuki-00389	loc-0161
11000315	fl:oliver_ln:tanaka-00856	loc-0070
11000315	fl:amelia_ln:dupont-00760	loc-0137
11000316	fl:noah_ln:rodriguez-00283	loc-0069
11000317	fl:aisha_ln:sato-01561	loc-0191
11000317	fl:seo-yun_ln:conti-00566	loc-0065
11000318	fl:luca_ln:johnson-00020	loc-0124
11000318	fl:hans_ln:sato-00111	loc-0153
11000318	fl:santosh_ln:yamamoto-01661	loc-0176
11000319	fl:santosh_ln:tanaka-00554	loc-0164
11000319	fl:ahmed_ln:ivanov-01444	loc-0003
11000319	fl:pierre_ln:garcia-00610	loc-0040
11000320	fl:ivan_ln:esposito-01711	loc-0180
11000320	fl:hans_ln:hassan-00147	loc-0142
11000320	fl:sofia_ln:kim-01154	loc-0092
11000321	fl:aisha_ln:davis-01452	loc-0128
11000321	fl:natasha_ln:johnson-01666	loc-0178
11000322	fl:mohammed_ln:ivanov-00911	loc-0093
11000322	fl:carlos_ln:rossi-01512	loc-0197
11000323	fl:sofia_ln:miller-00593	loc-0038
11000324	fl:yuki_ln:dupont-01223	loc-0198
11000324	fl:emma_ln:johnson-01471	loc-0126
11000324	fl:alice_ln:gupta-00975	loc-0123
11000324	fl:wei_ln:khan-01195	loc-0054
11000325	fl:anika_ln:sato-00332	loc-0085
11000326	fl:hans_ln:zhang-00431	loc-0158
11000327	fl:amelia_ln:hassan-00156	loc-0105
11000327	fl:john_ln:martin-00310	loc-0019
11000327	fl:anika_ln:smith-01221	loc-0186
11000328	fl:emma_ln:garcia-00247	loc-0115
11000329	fl:liu_ln:suzuki-00831	loc-0089
11000330	fl:ahmed_ln:park-00124	loc-0191
11000330	fl:seo-yun_ln:esposito-00817	loc-0140
11000330	fl:kenji_ln:zhang-00425	loc-0094
11000331	fl:alice_ln:yamamoto-01265	loc-0021
11000331	fl:amelia_ln:ivanov-01703	loc-0131
11000332	fl:seo-yun_ln:suzuki-01545	loc-0155
11000332	fl:john_ln:smith-00185	loc-0171
11000333	fl:liu_ln:davis-00703	loc-0004
11000333	fl:pierre_ln:wang-00706	loc-0103
11000334	fl:wei_ln:rodriguez-01243	loc-0195
11000334	fl:ahmed_ln:ahmed-00253	loc-0001
11000334	fl:liu_ln:esposito-01536	loc-0192
11000334	fl:natasha_ln:zhang-01624	loc-0076
11000335	fl:priya_ln:ivanov-01435	loc-0129
11000336	fl:isabella_ln:johnson-00494	loc-0081
11000336	fl:santosh_ln:sato-01072	loc-0162
11000336	fl:priya_ln:sharma-01675	loc-0194
11000337	fl:jin_ln:li-01641	loc-0145
11000337	fl:alice_ln:taylor-00399	loc-0051
11000338	fl:priya_ln:johnson-00996	loc-0135
11000339	fl:isabella_ln:petrov-00603	loc-0141
11000340	fl:giulia_ln:patel-00370	loc-0139
11000341	fl:emma_ln:anderson-01687	loc-0080
11000341	fl:luca_ln:sato-01399	loc-0079
11000342	fl:ivan_ln:patel-01486	loc-0077
11000343	fl:jin_ln:rodriguez-01116	loc-0096
11000344	fl:sakura_ln:ferrari-00806	loc-0039
11000344	fl:hans_ln:tanaka-00060	loc-0163
11000345	fl:alice_ln:gupta-00975	loc-0139
11000346	fl:wei_ln:hassan-01061	loc-0040
11000346	fl:liu_ln:ferrari-01555	loc-0108
11000346	fl:giulia_ln:ferrari-01262	loc-0185
11000347	fl:mohammed_ln:davis-00465	loc-0105
11000348	fl:chen_ln:yamamoto-01138	loc-0073
11000349	fl:seo-yun_ln:anderson-00184	loc-0133
11000349	fl:emma_ln:anderson-01253	loc-0024
11000350	fl:sakura_ln:hassan-00611	loc-0092
11000351	fl:olivia_ln:patel-00677	loc-0099
11000351	fl:sakura_ln:dupont-00506	loc-0114
11000351	fl:hiroshi_ln:sato-01485	loc-0198
11000351	fl:min_ln:sharma-00483	loc-0147
11000352	fl:mohammed_ln:zhang-01582	loc-0052
11000352	fl:greta_ln:brown-00470	loc-0053
11000353	fl:sofia_ln:kim-01426	loc-0127
11000353	fl:jin_ln:martin-00442	loc-0075
11000353	fl:amelia_ln:taylor-00607	loc-0103
11000354	fl:marco_ln:chen-01500	loc-0134
11000354	fl:camille_ln:miller-01440	loc-0008
11000354	fl:olivia_ln:martin-00198	loc-0112
11000354	fl:kenji_ln:ferrari-01409	loc-0022
11000355	fl:aisha_ln:conti-01773	loc-0094
11000355	fl:min_ln:anderson-00676	loc-0073
11000356	fl:oliver_ln:ahmed-00066	loc-0075
11000357	fl:carlos_ln:sato-00689	loc-0132
11000357	fl:santosh_ln:conti-00737	loc-0193
11000357	fl:alice_ln:zhang-01652	loc-0142
11000358	fl:anika_ln:brown-01098	loc-0176
11000359	fl:emma_ln:anderson-01481	loc-0108
11000359	fl:ivan_ln:johnson-01147	loc-0152
11000360	fl:natasha_ln:brown-01689	loc-0184
11000361	fl:noah_ln:ahmed-01161	loc-0045
11000361	fl:pierre_ln:wilson-00514	loc-0035
11000362	fl:greta_ln:tanaka-00474	loc-0189
11000362	fl:sakura_ln:garcia-01676	loc-0056
11000362	fl:anika_ln:sato-00143	loc-0184
11000363	fl:pierre_ln:ahmed-01515	loc-0040
11000363	fl:fatima_ln:petrov-01632	loc-0090
11000363	fl:fatima_ln:rossi-01134	loc-0006
11000363	fl:liu_ln:li-01506	loc-0085
11000364	fl:noah_ln:garcia-01472	loc-0164
11000364	fl:giulia_ln:yamamoto-00348	loc-0000
11000365	fl:marco_ln:johnson-01222	loc-0077
11000365	fl:seo-yun_ln:anderson-00184	loc-0077
11000366	fl:chen_ln:ivanov-00340	loc-0049
11000367	fl:camille_ln:zhang-01258	loc-0192
11000368	fl:olivia_ln:zhang-00164	loc-0143
11000368	fl:giulia_ln:yamamoto-00866	loc-0041
11000369	fl:pierre_ln:patel-01634	loc-0178
11000369	fl:priya_ln:schmidt-01441	loc-0144
11000369	fl:priya_ln:dupont-00374	loc-0054
11000369	fl:hiroshi_ln:sharma-00874	loc-0146
11000369	fl:fatima_ln:rossi-01014	loc-0182
11000370	fl:olivia_ln:taylor-00986	loc-0134
11000370	fl:liu_ln:brown-00424	loc-0130
11000370	fl:sakura_ln:kim-01437	loc-0006
11000371	fl:kenji_ln:ferrari-01409	loc-0170
11000371	fl:priya_ln:garcia-00892	loc-0181
11000371	fl:john_ln:ferrari-00082	loc-0082
11000372	fl:alice_ln:tanaka-01484	loc-0198
11000372	fl:ahmed_ln:zhang-01332	loc-0140
11000373	fl:ahmed_ln:ferrari-01596	loc-0118
11000374	fl:jin_ln:taylor-01742	loc-0163
11000375	fl:pierre_ln:kumar-00848	loc-0189
11000375	fl:priya_ln:zhang-00786	loc-0162
11000376	fl:amelia_ln:sharma-00578	loc-0025
11000376	fl:carlos_ln:conti-01577	loc-0001
11000377	fl:camille_ln:zhang-00492	loc-0180
11000377	fl:john_ln:anderson-00564	loc-0167
11000378	fl:olivia_ln:esposito-00841	loc-0010
11000379	fl:noah_ln:kim-01371	loc-0012
11000380	fl:seo-yun_ln:kim-01705	loc-0077
11000381	fl:amelia_ln:anderson-00352	loc-0179
11000381	fl:isabella_ln:petrov-00811	loc-0183
11000382	fl:greta_ln:li-01424	loc-0075
11000383	fl:alice_ln:petrov-00377	loc-0180
11000383	fl:john_ln:suzuki-01638	loc-0006
11000384	fl:rajesh_ln:wang-00548	loc-0132
11000385	fl:marco_ln:sato-01070	loc-0046
11000385	fl:priya_ln:garcia-00892	loc-0155
11000386	fl:rajesh_ln:smith-00731	loc-0116
11000387	fl:priya_ln:khan-00480	loc-0097
11000387	fl:camille_ln:petrov-00199	loc-0082
11000387	fl:john_ln:wilson-01054	loc-0025
11000388	fl:aisha_ln:patel-01343	loc-0183
11000388	fl:yuki_ln:tanaka-00188	loc-0199
11000389	fl:oliver_ln:wilson-01585	loc-0183
11000389	fl:aisha_ln:li-00393	loc-0104
11000390	fl:kenji_ln:yamamoto-01331	loc-0032
11000390	fl:rajesh_ln:miller-00893	loc-0025
11000390	fl:aisha_ln:anderson-00469	loc-0102
11000391	fl:hiroshi_ln:sato-01485	loc-0157
11000391	fl:min_ln:sato-00953	loc-0039
11000392	fl:olivia_ln:schmidt-00315	loc-0188
11000393	fl:john_ln:smith-00185	loc-0144
11000393	fl:noah_ln:schmidt-01110	loc-0011
11000393	fl:priya_ln:rodriguez-01170	loc-0163
11000393	fl:min_ln:esposito-01767	loc-0073
11000394	fl:liu_ln:esposito-00191	loc-0158
11000394	fl:yuki_ln:smith-00699	loc-0144
11000394	fl:chen_ln:müller-00844	loc-0157
11000395	fl:fatima_ln:li-00213	loc-0125
11000395	fl:noah_ln:dupont-01196	loc-0009
11000396	fl:yuki_ln:conti-01658	loc-0179
11000396	fl:luca_ln:gupta-01578	loc-0098
11000397	fl:anika_ln:wilson-00896	loc-0154
11000398	fl:noah_ln:hassan-01613	loc-0075
11000398	fl:emma_ln:johnson-01610	loc-0082
11000399	fl:olivia_ln:li-00668	loc-0074
11000399	fl:rajesh_ln:brown-00618	loc-0128
11000400	fl:kenji_ln:conti-00565	loc-0142
11000400	fl:marco_ln:davis-01631	loc-0168
11000400	fl:min_ln:dupont-01756	loc-0098
11000400	fl:alice_ln:kumar-00857	loc-0069
11000401	fl:wei_ln:martin-00701	loc-0174
11000402	fl:chen_ln:esposito-01165	loc-0095
11000402	fl:amelia_ln:martin-00511	loc-0155
11000403	fl:natasha_ln:kim-01722	loc-0110
11000403	fl:pierre_ln:tanaka-01248	loc-0156
11000403	fl:greta_ln:suzuki-00635	loc-0028
11000404	fl:ivan_ln:petrov-00200	loc-0023
11000405	fl:anika_ln:sharma-01157	loc-0109
11000406	fl:oliver_ln:sato-00342	loc-0191
11000407	fl:priya_ln:rossi-00814	loc-0118
11000407	fl:greta_ln:rossi-00113	loc-0022
11000408	fl:fatima_ln:garcia-00995	loc-0167
11000408	fl:carlos_ln:tanaka-00390	loc-0064
11000409	fl:mohammed_ln:anderson-00711	loc-0162
11000409	fl:olivia_ln:petrov-00120	loc-0065
11000409	fl:priya_ln:esposito-00594	loc-0191
11000410	fl:alice_ln:petrov-01704	loc-0165
11000410	fl:mohammed_ln:rodriguez-01247	loc-0111
11000410	fl:hans_ln:suzuki-01003	loc-0176
11000410	fl:ahmed_ln:kim-00337	loc-0048
11000411	fl:alice_ln:petrov-01050	loc-0160
11000411	fl:rajesh_ln:esposito-00590	loc-0061
11000411	fl:olivia_ln:taylor-00986	loc-0160
11000412	fl:hans_ln:patel-01380	loc-0168
11000412	fl:santosh_ln:ahmed-00550	loc-0137
11000413	fl:pierre_ln:sharma-00476	loc-0189
11000414	fl:yuki_ln:miller-00936	loc-0069
11000414	fl:marco_ln:tanaka-01696	loc-0088
11000414	fl:isabella_ln:esposito-00740	loc-0173
11000414	fl:hiroshi_ln:tanaka-00202	loc-0123
11000415	fl:priya_ln:rossi-00814	loc-0084
11000415	fl:olivia_ln:kumar-00212	loc-0025
11000416	fl:olivia_ln:chen-01498	loc-0059
11000416	fl:wei_ln:dupont-00998	loc-0110
11000416	fl:alice_ln:taylor-00399	loc-0126
11000416	fl:mohammed_ln:gupta-01765	loc-0136
11000416	fl:sakura_ln:davis-00673	loc-0142
11000417	fl:santosh_ln:johnson-01062	loc-0051
11000417	fl:giulia_ln:khan-00364	loc-0051
11000417	fl:sakura_ln:garcia-01174	loc-0056
11000418	fl:anika_ln:sato-00521	loc-0094
11000418	fl:john_ln:petrov-00136	loc-0190
11000419	fl:amelia_ln:martin-00511	loc-0052
11000419	fl:amelia_ln:yamamoto-01329	loc-0101
11000420	fl:john_ln:smith-00423	loc-0075
11000421	fl:liu_ln:schmidt-01208	loc-0005
11000421	fl:luca_ln:gupta-00453	loc-0134
11000421	fl:mohammed_ln:brown-01606	loc-0054
11000422	fl:seo-yun_ln:esposito-00817	loc-0037
11000422	fl:luca_ln:taylor-01403	loc-0147
11000423	fl:min_ln:rodriguez-01712	loc-0138
11000423	fl:luca_ln:johnson-00020	loc-0125
11000424	fl:ivan_ln:ivanov-01314	loc-0092
11000424	fl:sofia_ln:tanaka-01083	loc-0030
11000424	fl:liu_ln:schmidt-00928	loc-0156
11000424	fl:isabella_ln:wilson-01719	loc-0181
11000425	fl:isabella_ln:suzuki-00559	loc-0008
11000425	fl:anika_ln:zhang-00005	loc-0143
11000425	fl:rajesh_ln:li-00613	loc-0010
11000425	fl:seo-yun_ln:tanaka-01417	loc-0081
11000426	fl:noah_ln:davis-00227	loc-0000
11000426	fl:sofia_ln:khan-00052	loc-0002
11000426	fl:anika_ln:dupont-00218	loc-0052
11000427	fl:kenji_ln:johnson-01297	loc-0049
11000427	fl:aisha_ln:kumar-00181	loc-0066
11000428	fl:camille_ln:kumar-00799	loc-0186
11000429	fl:priya_ln:dupont-00644	loc-0071
11000430	fl:jin_ln:schmidt-01377	loc-0136
11000430	fl:aisha_ln:anderson-00469	loc-0158
11000431	fl:carlos_ln:khan-00879	loc-0102
11000432	fl:camille_ln:hassan-01551	loc-0098
11000432	fl:luca_ln:hassan-01572	loc-0070
11000432	fl:kenji_ln:johnson-00498	loc-0101
11000433	fl:noah_ln:miller-00379	loc-0061
11000433	fl:liu_ln:kumar-01187	loc-0034
11000434	fl:anika_ln:müller-00182	loc-0104
11000434	fl:marco_ln:wilson-00288	loc-0189
11000435	fl:amelia_ln:taylor-00607	loc-0041
11000435	fl:rajesh_ln:brown-00618	loc-0187
11000435	fl:liam_ln:petrov-01306	loc-0175
11000435	fl:hans_ln:yamamoto-01188	loc-0072
11000435	fl:hans_ln:khan-00601	loc-0173
11000436	fl:ivan_ln:ivanov-01314	loc-0089
11000436	fl:seo-yun_ln:gupta-00171	loc-0094
11000436	fl:jin_ln:ferrari-01081	loc-0019
11000437	fl:greta_ln:ferrari-01422	loc-0083
11000437	fl:liam_ln:li-00863	loc-0106
11000437	fl:wei_ln:zhang-00479	loc-0195
11000438	fl:min_ln:wang-00089	loc-0000
11000438	fl:jin_ln:rodriguez-00816	loc-0136
11000439	fl:sofia_ln:tanaka-00609	loc-0149
11000439	fl:greta_ln:ivanov-01215	loc-0051
11000439	fl:carlos_ln:sato-00294	loc-0164
11000440	fl:luca_ln:wang-00961	loc-0035
11000440	fl:carlos_ln:khan-00879	loc-0045
11000441	fl:aisha_ln:brown-00418	loc-0013
11000441	fl:isabella_ln:petrov-00603	loc-0171
11000441	fl:anika_ln:yamamoto-00230	loc-0010
11000441	fl:aisha_ln:zhang-01079	loc-0190
11000441	fl:olivia_ln:li-00897	loc-0182
11000442	fl:luca_ln:sato-01399	loc-0011
11000443	fl:carlos_ln:ali-00992	loc-0180
11000444	fl:amelia_ln:sharma-00578	loc-0033
11000445	fl:jin_ln:rodriguez-00637	loc-0150
11000445	fl:liu_ln:martin-01568	loc-0044
11000445	fl:greta_ln:sato-00534	loc-0040
11000446	fl:isabella_ln:rossi-01659	loc-0081
11000447	fl:santosh_ln:conti-00737	loc-0170
11000447	fl:aisha_ln:taylor-00102	loc-0139
11000448	fl:seo-yun_ln:gupta-00171	loc-0062
11000448	fl:anika_ln:ali-00733	loc-0031
11000449	fl:carlos_ln:sato-00294	loc-0163
11000449	fl:emma_ln:ahmed-00075	loc-0040
11000449	fl:olivia_ln:brown-00081	loc-0186
11000450	fl:greta_ln:suzuki-00635	loc-0062
11000450	fl:luca_ln:sato-01399	loc-0005
11000451	fl:aisha_ln:anderson-01438	loc-0108
11000451	fl:giulia_ln:ferrari-01342	loc-0077
11000451	fl:luca_ln:gupta-01578	loc-0052
11000451	fl:kenji_ln:ferrari-01409	loc-0095
11000452	fl:min_ln:anderson-00676	loc-0118
11000452	fl:isabella_ln:ivanov-01461	loc-0132
11000453	fl:luca_ln:li-01102	loc-0110
11000453	fl:oliver_ln:ahmed-00836	loc-0108
11000453	fl:alice_ln:rodriguez-01006	loc-0003
11000453	fl:jin_ln:gupta-01637	loc-0018
11000454	fl:marco_ln:park-00535	loc-0037
11000454	fl:kenji_ln:zhang-00687	loc-0034
11000454	fl:fatima_ln:davis-00380	loc-0014
11000454	fl:chen_ln:miller-00100	loc-0044
11000455	fl:marco_ln:kim-01451	loc-0144
11000455	fl:wei_ln:gupta-00543	loc-0134
11000456	fl:yuki_ln:tanaka-01307	loc-0178
11000457	fl:giulia_ln:yamamoto-00855	loc-0066
11000457	fl:fatima_ln:miller-00287	loc-0148
11000458	fl:seo-yun_ln:garcia-00726	loc-0001
11000458	fl:kenji_ln:brown-01300	loc-0120
11000458	fl:ahmed_ln:chen-01031	loc-0136
11000458	fl:seo-yun_ln:suzuki-01707	loc-0184
11000459	fl:priya_ln:schmidt-00627	loc-0177
11000459	fl:amelia_ln:ivanov-01703	loc-0053
11000459	fl:amelia_ln:martin-01411	loc-0126
11000460	fl:santosh_ln:tanaka-00554	loc-0000
11000461	fl:carlos_ln:yamamoto-01088	loc-0127
11000461	fl:min_ln:ali-00571	loc-0074
