patent_id,title,abstract,filing_date,year
8975711,Device including two power semiconductor chips and manufacturing thereof,,2015-03-10,2015
8977599,Method and system for testing client-server applications,,2015-03-10,2015
8994872,Image pickup apparatus and method for controlling the same,,2015-03-31,2015
8994858,"Solid-state imaging device, method of manufacturing solid-state imaging device, and electronic equipment",,2015-03-31,2015
9003244,Dynamic built-in self-test system,,2015-04-07,2015
9014742,Push-to-talk telecommunications system utilizing an voice-over-IP network,,2015-04-21,2015
9019432,Video/audio playing method and television thereof,,2015-04-28,2015
9022354,Switching valve having a valve element movable in a housing,,2015-05-05,2015
9023848,Small-molecules as therapeutics,,2015-05-05,2015
9023977,"Triazine containing fluoropolyether elastomers having very low glass transition temperatures, compositions containing them and methods of making them",,2015-05-05,2015
9033053,Method and device for extending lifetime of a wellhead,,2015-05-19,2015
9043263,Systems and methods for control reliability operations using TMR,,2015-05-26,2015
9047794,Wingtip fin of an aircraft,,2015-06-02,2015
9047746,Electronic medication compliance monitoring system and associated methods,,2015-06-02,2015
9054016,Radiation-emitting semiconductor chip,,2015-06-09,2015
9058417,Thread serialization and disablement tool,,2015-06-16,2015
9059819,Flexible uplink control channel configuration,,2015-06-16,2015
9056086,"Pharmaceutical compositions comprising DGLA, 15-HEPE, and/or 15-HETrE and methods of use thereof",,2015-06-16,2015
9057681,High-temperature strain cell for tomographic imaging,,2015-06-16,2015
9076448,Distributed real time speech recognition system,,2015-07-07,2015
9081621,Efficient input/output-aware multi-processor virtual machine scheduling,,2015-07-14,2015
9080497,Water-cooled engine,,2015-07-14,2015
9079892,Method for preparing rivaroxaban intermediate,,2015-07-14,2015
9085816,Steel sheet having excellent weldability,,2015-07-21,2015
9085280,Vehicle side airbag device,,2015-07-21,2015
9090530,"Method for producing 1,2-dichloro-3,3,3-trifluoropropene",,2015-07-28,2015
9095640,Bioactive implant and method of use,,2015-08-04,2015
9106333,Method and apparatus for testing optical fiber and passive optical network system,,2015-08-11,2015
9114075,Dosage form for insertion into the mouth,,2015-08-25,2015
9122407,Deduplication device and deduplication method,,2015-09-01,2015
9122509,Co-location of virtual machines with nested virtualization,,2015-09-01,2015
9125504,Method and system for emphasizing object color,,2015-09-08,2015
9133367,Optically clear adhesive for dicing die bonding film,,2015-09-15,2015
9133118,Organic electroluminescence device,,2015-09-15,2015
9132314,Exercise apparatus,,2015-09-15,2015
9139036,Writing device,,2015-09-22,2015
9138626,"Portable, foldable, football throwing game",,2015-09-22,2015
9144982,Liquid ejecting apparatus,,2015-09-29,2015
9148649,Methods and apparatus for imaging of occluded objects from scattered light,,2015-09-29,2015
9151151,Method for localizing a drilling device of an earth drilling apparatus,,2015-10-06,2015
9161872,Gait rehabilitation machine and method of using the same,,2015-10-20,2015
9168964,Bicycle equipped with electric generator at saddle area,,2015-10-27,2015
9173746,Interspinous vertebral stabilization devices,,2015-11-03,2015
9180018,Expandable vertebral prosthesis,,2015-11-10,2015
9189076,Method and apparatus for controlling multi-experience translation of media content,,2015-11-17,2015
9193663,Methods for producing a vinyl acetate composition having a low impurity content,,2015-11-24,2015
9194651,Rail mount offhand recoil grip,,2015-11-24,2015
9203448,Wireless communication apparatus,,2015-12-01,2015
9203168,Power breaker strip for the fixed-pitch connection of several electrical cables lines,,2015-12-01,2015
9205945,Apparatus and method for applying a label to an object,,2015-12-08,2015
D745737,Adjustable light stand,,2015-12-15,2015
9228334,"Liquid-operated actuator assembly, particularly for a flush toilet, and flush toilet incorporating the assembly",,2016-01-05,2016
9228003,Complement factor B analogs and their uses,,2016-01-05,2016
9241049,System and method for efficient networking for large file transactions,,2016-01-19,2016
9247155,Method and system for robust scene modelling in an image sequence,,2016-01-26,2016
9251441,"Apparatus, method and program",,2016-02-02,2016
9248417,System for droplet-based assays using an array of emulsions,,2016-02-02,2016
9258860,Load driving apparatus relating to light-emitting-diodes,,2016-02-09,2016
5306679,Heat conductive colored aluminum nitride sintered body,,1994-04-26,1994
6718613,Method of assembly of first and second component,,2004-04-13,2004
9254909,Optimized flap positioning for go-around operations,,2016-02-09,2016
9277193,Digital storage media command and control data indexing,,2016-03-01,2016
9275420,Changing user profile impression,,2016-03-01,2016
9274126,Risk factors and prediction of myocardial infarction,,2016-03-01,2016
9285949,"Data processing system, method and program product of creating program information, and program information display system",,2016-03-15,2016
9298640,Synchronizing a translation lookaside buffer with an extended paging table,,2016-03-29,2016
9300703,Systems and methods to provide telephonic connections via concurrent calls,,2016-03-29,2016
9300578,Large receive offload functionality for a system on chip,,2016-03-29,2016
9311621,Annotating collaborative information structures,,2016-04-12,2016
9308126,Non-invasive devices and methods for lowering intra-ocular pressure,,2016-04-12,2016
9327365,Aluminum alloy brazng sheet for heat exchangers and aluminum alloy brazed article for heat exchangers,,2016-05-03,2016
9332717,Soybean variety XR68D14RX,,2016-05-10,2016
9345773,PVA-boronic acid containing copolymer compositions for protein delivery,,2016-05-24,2016
9354984,System for automated computer support,,2016-05-31,2016
PP26799,Grapevine named ‘IFG Twenty’,,2016-06-07,2016
9361301,Detecting modifications to a storage that occur in an alternate operating environment,,2016-06-07,2016
9359114,"Detachable sealable lid, container comprising the same and sealing ring for use with the lid",,2016-06-07,2016
9365463,Rotating and oscillating breaching device with reactive material,,2016-06-14,2016
D760336,Map for golf course,,2016-06-28,2016
9392510,Handover method and apparatus in wireless communication system,,2016-07-12,2016
9391956,System and method for providing network and computer firewall protection with dynamic address isolation to a device,,2016-07-12,2016
9397473,Laser diode and transmitter module,,2016-07-19,2016
D761907,Cap for an ink cartridge,,2016-07-19,2016
9402166,Method and apparatus for assigning a talk group to a radio within a communication system,,2016-07-26,2016
9403878,Methods for producing virus particles with simplified glycosylation of surface proteins,,2016-08-02,2016
9421175,Prevention of retinopathy by inhibition of the visual cycle,,2016-08-23,2016
9430130,Customization of an immersive environment,,2016-08-30,2016
D765086,Cover for electronic device,,2016-08-30,2016
9427916,Method for preparing a physical plaster model,,2016-08-30,2016
9434950,Double-stranded and single-stranded RNA molecules with 5′ Triphosphates and their use for inducing interferon,,2016-09-06,2016
9442533,Triaxial gear-typed hinge assembly and related electronic device,,2016-09-13,2016
9439874,"Food composition for nourishing, maintaining and cultivating a variety of stem cells and a method for manufacturing the same",,2016-09-13,2016
D767355,Dowel pin puller,,2016-09-27,2016
9460096,Methods and systems for managing data,,2016-10-04,2016
D768817,Spray head,,2016-10-11,2016
9474133,Sensor lighting control systems and methods,,2016-10-18,2016
9474928,Treadmill with folding overhead handlebar assembly,,2016-10-25,2016
9483329,Categorizing and modeling integration adapters,,2016-11-01,2016
9491598,Methods and apparatus for communicating messages between mobile communications devices and internet enabled devices,,2016-11-08,2016
9497621,Communication system,,2016-11-15,2016
9492996,Web control to reduce waste and method,,2016-11-15,2016
9496988,Apparatus and method for switching between single user and multi-user MIMO operation in a wireless network,,2016-11-15,2016
9495812,Calibrating electronic modules of a vehicle using a configuration application,,2016-11-15,2016
9499426,Device for manufacturing a hollow glass article comprising a mold intended to receive a parison,,2016-11-22,2016
9502036,Correcting text with voice processing,,2016-11-22,2016
9505030,Ultrasonic transducers in complementary metal oxide semiconductor (CMOS) wafers and related apparatus and methods,,2016-11-29,2016
9508320,Method of transition between window states,,2016-11-29,2016
9511453,"Solder paste composition, a solder paste and a soldering flux",,2016-12-06,2016
9521256,Dialing a telephone number subject to an autodialer prohibition in a contact center,,2016-12-13,2016
8394509,Surface-treated copper foil,,2013-03-12,2013
9524937,Semiconductor devices and methods of fabricating the same,,2016-12-20,2016
9534060,"Carrier for antibody purification, manufacturing method for same, and application for same",,2017-01-03,2017
9532779,Suture removal instrument and method,,2017-01-03,2017
9539334,Orally dissolving thin films containing allergens and methods of making and use,,2017-01-10,2017
9546639,Hydraulic device of reversible type for the conversion of energy,,2017-01-17,2017
9552893,Sample-and-hold circuit and capacitive sensing device that includes the sample-and-hold circuit,,2017-01-24,2017
9562245,Process for the fermentative preparation of sulphur-containing amino acids,,2017-02-07,2017
9560854,Mixture of lactic bacteria for the preparation of gluten free baked products,,2017-02-07,2017
D778689,Fork knife combination,,2017-02-14,2017
D778669,Water container,,2017-02-14,2017
9572392,Adjustment mechanism for a headband arrangement of a safety helmet,,2017-02-21,2017
9581525,Method of applying particulate material along a tire footprint during tire testing on a tire testing surface,,2017-02-28,2017
9589199,Methods and apparatus for one-dimensional signal extraction,,2017-03-07,2017
9597111,Methods for applying a skin graft,,2017-03-21,2017
D782711,Headlight for four-wheeled vehicle,,2017-03-28,2017
9611080,Dropper with a light,,2017-04-04,2017
9617713,Control device for an electric actuator,,2017-04-11,2017
9619793,Device and method for conducting transactions,,2017-04-11,2017
9619334,System and method for merging continuous volume snapshots,,2017-04-11,2017
9629194,Assignment of component carriers in dual connectivity operation,,2017-04-18,2017
9626115,Threshold based incremental flashcopy backup of a raid protected array,,2017-04-18,2017
9634169,Hybrid solar concentrator utilizing a dielectric spectrum splitter,,2017-04-25,2017
9636811,Actuation lockout for a fastener-driving tool,,2017-05-02,2017
9637934,Gangable composite deck clip,,2017-05-02,2017
9673752,Photovoltaic array skirt and mounting hardware,,2017-06-06,2017
9682497,Light irradiation molding apparatus and light irradiation molding method,,2017-06-20,2017
9694871,Shock absorber,,2017-07-04,2017
D790901,Barbecue oven,,2017-07-04,2017
9698006,Versatile system for self-aligning deposition equipment,,2017-07-04,2017
9705047,Method of attaching a light emitting device to a support substrate,,2017-07-11,2017
9716545,Integrated circuit for satellite signal reception,,2017-07-25,2017
9722130,Methods of growing heteroepitaxial single crystal or large grained semiconductor films and devices thereon,,2017-08-01,2017
9722370,Method for reducing crosstalk in electrical connectors,,2017-08-01,2017
9723722,Selective solder mask printing on a printed circuit board (PCB),,2017-08-01,2017
9732269,"Proppants containing dispersed piezoelectric or magnetostrictive fillers or mixtures thereof, to enable proppant tracking and monitoring in a downhole environment",,2017-08-15,2017
D796624,Animal maintenance and care article,,2017-09-05,2017
9761565,Microelectronic packages having embedded sidewall substrates and methods for the producing thereof,,2017-09-12,2017
9774685,"Electronic device, mobile terminal connection control method, and power control program",,2017-09-26,2017
9776379,Absorbing solar control interlayers,,2017-10-03,2017
9779381,System and method of simultaneous computation of optimal order point and optimal order quantity,,2017-10-03,2017
9791119,Light emitting module and head lamp including the same,,2017-10-17,2017
9792229,Protecting a memory,,2017-10-17,2017
9794833,System and method for dynamic feature selection based on latency discovery,,2017-10-17,2017
9807842,System and method for controlling operation of an LED-based light,,2017-10-31,2017
9838580,Optically connectable closed-circuit television camera apparatus using passive optical devices and closed-circuit television system,,2017-12-05,2017
9834710,Adhesive compositions and methods,,2017-12-05,2017
9840880,Casing centralizer,,2017-12-12,2017
9853633,"Systems and methods involving lock-loop circuits, clock signal alignment, phase-averaging feedback clock circuitry",,2017-12-26,2017
D807857,Front panel for pre-amplifier,,2018-01-16,2018
9873969,Washing machine having an exoskeleton,,2018-01-23,2018
9912592,Troubleshooting openflow networks,,2018-03-06,2018
9931746,Handle configuration for power implements,,2018-04-03,2018
9942127,Mechanism and framework for finding optimal multicast tree roots without the knowledge of traffic sources and receivers for fabricpath and TRILL,,2018-04-10,2018
9942314,System and method for optimizing web service availability with a node group agreement protocol,,2018-04-10,2018
9937671,All-composite torque tube with metal eyelets,,2018-04-10,2018
D815435,Duffle bag,,2018-04-17,2018
9950191,"Device, system and method for immobilization of a human's body part",,2018-04-24,2018
D816919,Service dog vest,,2018-05-01,2018
9966406,Semiconductor devices including back-side integrated circuitry,,2018-05-08,2018
9976509,Internal combustion engine having an engine backpressure brake and a compression release engine brake,,2018-05-22,2018
9981226,Method of solvent recovery from a dilute solution,,2018-05-29,2018
9999094,Wakeup schedule coordination on a shared communication medium,,2018-06-12,2018
10001515,Phase shift detector,,2018-06-19,2018
10015365,System and method for printing a spot color proof,,2018-07-03,2018
10022811,Dust collection system for a table saw,,2018-07-17,2018
10033480,Wireless communication device and method,,2018-07-24,2018
10028941,Composition for the management of nausea and vomiting,,2018-07-24,2018
10035770,"Compounds, compositions and methods",,2018-07-31,2018
10056666,Tuning element for radio frequency resonator,,2018-08-21,2018
10055090,Constraining display motion in display navigation,,2018-08-21,2018
10068092,Upgrading a secure boot policy on a virtual machine,,2018-09-04,2018
10066125,Lignin-containing coating composition and ultrafine fibers including the same,,2018-09-04,2018
10082217,High-temperature and high-vibration capable armature assemblies for torque motor valve actuators with increased winding volume,,2018-09-25,2018
10084090,Method and structure of stacked FinFET,,2018-09-25,2018
10093259,Protection device of self-propelled vehicle,,2018-10-09,2018
10096501,"Maintenance method of substrate processing apparatus, method for manufacturing semiconductor device, substrate processing apparatus, and storage medium capable of reading maintenance program of substrate processing apparatus",,2018-10-09,2018
10094655,Apparatus and methods for facial recognition and video analytics to identify individuals in contextual video streams,,2018-10-09,2018
10104636,Location information for voice over WLAN emergency calling,,2018-10-16,2018
D830891,Planter,,2018-10-16,2018
D830973,Electrical connector,,2018-10-16,2018
D830709,Clothes hanger,,2018-10-16,2018
10114025,Means and methods for producing anti-proteome antibodies and identifying conserved unique or differentially expressing molecules of organisms,,2018-10-30,2018
10118442,"Method for manufacturing rear axle, and rear axle",,2018-11-06,2018
D833627,Double eyelid formation tape,,2018-11-13,2018
10132067,Major water leak prevention apparatus for water inlet valve,,2018-11-20,2018
10139104,Hand held flow-through steam system,,2018-11-27,2018
10147612,Metal pattern forming method,,2018-12-04,2018
10147150,Method and system for retrieving and serving regulatory history for a property,,2018-12-04,2018
10144972,Composition for hot-start reverse transcription reaction or hot-start reverse transcription polymerase chain reaction,,2018-12-04,2018
10153204,Wafer level packaging of reduced-height infrared detectors,,2018-12-11,2018
10156594,Fuel dispenser tamper detection arrangement,,2018-12-18,2018
10162939,Systems and methods for identifying and modeling unresolved vessels in image-based patient-specific hemodynamic models,,2018-12-25,2018
10175136,System and method for detection of hydrocarbon leakage from an underwater pipeline in a body of water and hydrocarbon extraction unit,,2019-01-08,2019
10180845,System and methods for network booting,,2019-01-15,2019
10188963,Reactor for biological or chemical transformation,,2019-01-29,2019
10201170,Frozen desert holder,,2019-02-12,2019
D841526,Adjustable clevis hitch ball,,2019-02-26,2019
10227795,Gate latch,,2019-03-12,2019
10237545,Image pickup module test system and method,,2019-03-19,2019
10233230,Use of a long acting GLP-1/glucagon receptor dual agonist for the treatment of non-alcoholic fatty liver disease,,2019-03-19,2019
10236731,Wet electric motor and pumping set,,2019-03-19,2019
10243107,Light emitting device and method for manufacturing thereof,,2019-03-26,2019
10239601,Method and device for fireproofing a part in composite material,,2019-03-26,2019
10263459,Power supply system,,2019-04-16,2019
10260125,High-strength austenitic stainless steel for high-pressure hydrogen gas,,2019-04-16,2019
10264684,Conductivity inspection method of printed circuit board and manufacturing method of printed circuit board,,2019-04-16,2019
10262816,Key input apparatus sensing touch and pressure and electronic apparatus having the same,,2019-04-16,2019
10276265,Automated anatomically-based reporting of medical images via image annotation,,2019-04-30,2019
10279478,System and a method for programming an industrial robot,,2019-05-07,2019
10282230,Fair high-throughput locking for expedited grace periods,,2019-05-07,2019
10292219,Lamp with pluggable control interface,,2019-05-14,2019
10286080,"IgA Fc-folate conjugates, pharmaceutical compositions and methods to treat cancer",,2019-05-14,2019
D849643,Wheel,,2019-05-28,2019
10306458,UE monitoring configuration method and apparatus,,2019-05-28,2019
10318129,Attachable device with flexible display and detection of flex state and/or location,,2019-06-11,2019
10317005,Expandable sockets for use with portable media players,,2019-06-11,2019
D851600,Electric connector,,2019-06-18,2019
10328875,Method and device for managing vehicle loading,,2019-06-25,2019
10333493,Embedded RF filter package structure and method of manufacturing thereof,,2019-06-25,2019
10335116,Robot assisted ultrasound system,,2019-07-02,2019
10348850,Smart cache for offline data availability,,2019-07-09,2019
10350626,Painting booths with automatic filter systems,,2019-07-16,2019
10357278,Slit maker,,2019-07-23,2019
10362070,"Method, system, and apparatus for achieving user space intervention during connection-establishment handshakes",,2019-07-23,2019
10372993,Selectively retaining high-resolution segments of continuous video data stream,,2019-08-06,2019
10396342,Method for manufacturing secondary cell having a wound body effectively impregnated with electrolytic solution,,2019-08-27,2019
10399589,Child stroller apparatus,,2019-09-03,2019
10398827,Apparatus for extracorporeal treatment of blood and method of control of a blood-warming device in an extracorporeal blood treatment apparatus,,2019-09-03,2019
10408018,"Actuation dart for wellbore operations, wellbore treatment apparatus and method",,2019-09-10,2019
10432681,Method and system for controlling local display and remote virtual desktop from a mobile device,,2019-10-01,2019
10444287,"Robot device, inspection device, inspection device of generator, and inspection method",,2019-10-15,2019
10450346,"Immunotherapy against several tumors of the blood, in particular chronic lymphoid leukemia (CLL)",,2019-10-22,2019
10474927,Accelerated precomputation of reduced deformable models,,2019-11-12,2019
10477097,Single-frame autofocusing using multi-LED illumination,,2019-11-12,2019
D868492,Stool,,2019-12-03,2019
10505785,Terminal monitoring control device for controlling and monitoring a terminal device connected in a network,,2019-12-10,2019
10514339,Test strip analyser having frame with movable support and test strip carrier,,2019-12-24,2019
D871205,Package for a container and oral appliance,,2019-12-31,2019
10517327,Vapor provision system and cartridge therefor,,2019-12-31,2019
10527074,Method and apparatus of plasma flow control for drag reduction,,2020-01-07,2020
10527156,Method and device for operating a motor vehicle,,2020-01-07,2020
10538651,Rotomolded articles comprising at least one layer comprising a metallocene-catalyzed polyethylene resin,,2020-01-21,2020
10558689,Leveraging contextual information in topic coherent question sequences,,2020-02-11,2020
10570304,Biobased membrane,,2020-02-25,2020
10588701,"Systems, apparatus, methods and computer-readable storage media facilitating surgical procedures utilizing augmented reality",,2020-03-17,2020
10606077,"Display switching device, switching method, wearable display device and displaying method",,2020-03-31,2020
10614656,Table game management system and disposal carton,,2020-04-07,2020
10609929,Plant conditioning composition comprising water-based and natural oil-based plant extracts,,2020-04-07,2020
10610256,Matter conveyance system,,2020-04-07,2020
10632842,Vehicle with tandem axle assembly and method,,2020-04-28,2020
10647802,Polymer compound,,2020-05-12,2020
10646274,Laser catheter with use of reflected light and force indication to determine material type in vascular system,,2020-05-12,2020
10651787,Reconfigurable photovoltaic module,,2020-05-12,2020
10650823,Healthcare systems and methods using voice inputs,,2020-05-12,2020
10648373,Device for controlling at least one valve in an internal combustion engine,,2020-05-12,2020
10648816,Device and method for integrated navigation based on wireless fingerprints and MEMS sensors,,2020-05-12,2020
10656705,Assisted item selection for see through glasses,,2020-05-19,2020
10655419,Vehicle mounted blowout preventor equipment,,2020-05-19,2020
10659211,Method and apparatus for setting radio link of terminal in which multiple carriers are integrated in mobile communication system,,2020-05-19,2020
10686736,Techniques for data storage system management,,2020-06-16,2020
D887313,Mobility vehicle,,2020-06-16,2020
10699500,Intelligent lock,,2020-06-30,2020
10717849,Dispersants having biobased compounds,,2020-07-21,2020
10738305,Materials and methods for treatment of hemoglobinopathies,,2020-08-11,2020
10744806,Obscuring residual images on print ribbons,,2020-08-18,2020
10747457,Technologies for processing network packets in agent-mesh architectures,,2020-08-18,2020
10749180,Rechargeable alkaline battery using organic materials as negative electrodes,,2020-08-18,2020
10772595,Method and apparatus for displaying medical image,,2020-09-15,2020
10793843,"CBLB endonuclease variants, compositions, and methods of use",,2020-10-06,2020
10794364,Method for feeding electrical power into an electric supply network,,2020-10-06,2020
D898508,Elongated side handle for cookware,,2020-10-13,2020
10807141,Redraw sleeve,,2020-10-20,2020
10833183,Interlayer ballistic transport semiconductor devices,,2020-11-10,2020
10838765,Task execution method for voice input and electronic device supporting the same,,2020-11-17,2020
10843069,Input apparatus for a computer,,2020-11-24,2020
10848211,Group MIMO,,2020-11-24,2020
10846221,Memory system capable of effectively storing a plurality of write data grouped into a transaction and operating method thereof,,2020-11-24,2020
10843267,Additively manufactured heat exchangers,,2020-11-24,2020
10850508,Modulation of vortex oscillations in inkjet system using synthetic jets,,2020-12-01,2020
10860615,Users campaign for peaking energy usage,,2020-12-08,2020
10865030,Tray for an electronic smoking device or parts thereof,,2020-12-15,2020
10872962,Steep-switch field effect transistor with integrated bi-stable resistive system,,2020-12-22,2020
10887518,Camera module,,2021-01-05,2021
10884008,"Device for storing biochemical reagents, and biochemical analyzer",,2021-01-05,2021
10897948,Footwear roofing shoes,,2021-01-26,2021
10901312,Moveably-coupled screen actuators,,2021-01-26,2021
10907141,Rep protein for use in a diagnostic assay,,2021-02-02,2021
D910915,Hair dryer,,2021-02-16,2021
10928416,Dual heated ramp for ice and water management in angle of attack sensors,,2021-02-23,2021
10930420,Coil component,,2021-02-23,2021
10925212,System and method for harvesting aquatic plants,,2021-02-23,2021
10941970,Portable cooler apparatus,,2021-03-09,2021
10951273,"Electronic device, method and storage medium for wireless communication system",,2021-03-16,2021
D913974,Plug cover,,2021-03-23,2021
D915037,Shoe,,2021-04-06,2021
10966442,Refrigerator,,2021-04-06,2021
10986259,Electric shaver with imaging capability,,2021-04-20,2021
10983301,"Lens driving device, camera module and optical apparatus",,2021-04-20,2021
10993518,Hair-drying hood and hair treatment device including the same,,2021-05-04,2021
10996294,MRI apparatus and RF amplification circuit,,2021-05-04,2021
11014242,Puppeteering in augmented reality,,2021-05-25,2021
11019144,Collaborative cloud-based document editing from a browser-enabled platform native application,,2021-05-25,2021
11021704,Methods for RNA promoter identification,,2021-06-01,2021
11032631,Headphone off-ear detection,,2021-06-08,2021
11037619,Using dual channel memory as single channel memory with spares,,2021-06-15,2021
PP33186,Phalaenopsis orchid plant named ‘PHALKEDHY’,,2021-06-22,2021
11044206,Live video anomaly detection,,2021-06-22,2021
11046925,System and process for producing biogas from an ethanol slurry mix,,2021-06-29,2021
11044946,Shisha device for heating a substrate without combustion,,2021-06-29,2021
D923750,Water spraying gun,,2021-06-29,2021
11052942,Three-wheeled tilting vehicle,,2021-07-06,2021
11056377,Collet inspection in a semiconductor pick and place apparatus,,2021-07-06,2021
11059723,Renewable flame-retardant compounds derived from muconic acid,,2021-07-13,2021
11060008,Date palm seed-based lost circulation material (LCM),,2021-07-13,2021
11073699,Fixed-distance virtual and augmented reality systems and methods,,2021-07-27,2021
11082163,"Wireless communication device, network node and methods for handling data transmissions",,2021-08-03,2021
11090971,Pen cap / low light adjustment tool for laser aiming devices,,2021-08-17,2021
11089866,Folding stand for electronic device,,2021-08-17,2021
11092648,Systems and/or methods for anomaly detection and characterization in integrated circuits,,2021-08-17,2021
11104575,"Nanocatalysts, preparation methods and applications for reforming carbon dioxide and methane to syngas",,2021-08-31,2021
11118731,Apparatus and method for cooling a high heat-generating component of a vehicle,,2021-09-14,2021
D931444,Injector cap,,2021-09-21,2021
11127196,Transformed geometry data cache for graphics processing systems,,2021-09-21,2021
11131139,End cap arrangements for composite door assembly,,2021-09-28,2021
D932641,Wax machine,,2021-10-05,2021
11143835,Optical fiber ribbon duct cable,,2021-10-12,2021
11146619,Systems and methods for selecting media items,,2021-10-12,2021
11157169,Operating modes that designate an interface modality for interacting with an automated assistant,,2021-10-26,2021
11157232,Interaction context-based control of output volume level,,2021-10-26,2021
11156681,NMR measurement apparatus and method of controlling rotation of sample tube,,2021-10-26,2021
11157384,"Methods, systems, articles of manufacture and apparatus for code review assistance for dynamically typed languages",,2021-10-26,2021
11162864,Detector and methods of detecting,,2021-11-02,2021
11164462,"Vehicle dispatch instruction device, vehicle dispatch instruction method, and recording medium",,2021-11-02,2021
11177096,Multifunction switch,,2021-11-16,2021
11179998,Method of heating and cooling at least one zone of a passenger compartment of a vehicle,,2021-11-23,2021
11202459,Method for processing fat-based flavour concentrate,,2021-12-21,2021
11209415,Discrete element method for modelling a fracture evolution of a roadway surrounding rock,,2021-12-28,2021
11217501,Thermally enhanced semiconductor package with at least one heat extractor and process for making the same,,2022-01-04,2022
11222744,Power-dense bipolar high-voltage capacitor charger,,2022-01-11,2022
11239497,Electrolyte and electrochemical device,,2022-02-01,2022
11251666,Motor and electrical product,,2022-02-15,2022
11273878,Active wheel air deflector arrangement,,2022-03-15,2022
11284075,Prediction of adaptive loop filter parameters with reduced memory consumption for video coding,,2022-03-22,2022
11286983,Control device and a method for controlling magnetic levitation and torque generation,,2022-03-29,2022
11297674,Method and apparatus for power savings at a user equipment,,2022-04-05,2022
11294457,Display apparatus and controlling method thereof,,2022-04-05,2022
D949313,Air freshener for cars or the like,,2022-04-19,2022
11315227,Electronic apparatus and control method thereof,,2022-04-26,2022
D951119,Surveying target,,2022-05-10,2022
11338744,Enclosed toilet system for a truck,,2022-05-24,2022
11349528,Method and apparatus for transmitting short SSW frame in wireless LAN system,,2022-05-31,2022
11348134,Data processing system with machine learning engine to provide output generation functions,,2022-05-31,2022
11356948,Discontinuous reception wake-up procedure with fast beam management,,2022-06-07,2022
11350802,Package having an outward extending reclosure device,,2022-06-07,2022
11362635,"Filter, multiplexer and communication module",,2022-06-14,2022
11366431,Multi-function antenna and input interface,,2022-06-21,2022
11378275,High shear swirler with recessed fuel filmer for a gas turbine engine,,2022-07-05,2022
11386738,Automated teller machine,,2022-07-12,2022
11404300,Mounting of semiconductor-on-diamond wafers for device processing,,2022-08-02,2022
D961122,Lamp,,2022-08-16,2022
11418079,Permanent-magnet machines utilizing protruding magnets,,2022-08-16,2022
11424569,Board connector,,2022-08-23,2022
11429739,Secure data access in an immutable ledger system,,2022-08-30,2022
11430546,"Systems, methods, and apparatus for drawing and editing chemical structures on a user interface via user gestures",,2022-08-30,2022
11437493,Gate spacer structures and methods for forming the same,,2022-09-06,2022
11436960,"Special-shaped display screen, special-shaped pixel light, and control method thereof",,2022-09-06,2022
11463466,Monitoring encrypted network traffic,,2022-10-04,2022
11458275,CPAP system,,2022-10-04,2022
11465302,Attachment for a personal care device,,2022-10-11,2022
D966480,Air purifier,,2022-10-11,2022
11473364,"Doors comprising glazed unit, and method of making the same",,2022-10-18,2022
11486315,Combustion engine including turbomachine,,2022-11-01,2022
11495435,"Substrate processing apparatus, non-transitory computer-readable recording medium, method of manufacturing semiconductor device, and a substrate processing method",,2022-11-08,2022
11501400,Beacon enabled distribution items,,2022-11-15,2022
11501105,Automatic creation and updating of maps,,2022-11-15,2022
11507985,"Platform for providing customizable user brand experiences, sponsorship junctions, and conversion attribution",,2022-11-22,2022
11525261,Suspended ceiling connectors for unique grid designs,,2022-12-13,2022
11533402,"Image processing apparatus, method of controlling the same, and storage medium for projecting a scanned image and for printing a projected image",,2022-12-20,2022
11531539,Automated compliance and testing framework for software development,,2022-12-20,2022
11529699,Canister and method of production,,2022-12-20,2022
11536863,Noise attenuation of multiple source seismic data,,2022-12-27,2022
11537715,Secured execution context data,,2022-12-27,2022
11537698,Methods and apparatuses for adaptively updating enrollment database for user authentication,,2022-12-27,2022
11541052,Compounds,,2023-01-03,2023
11549192,Electroplating apparatus for tailored uniformity profile,,2023-01-10,2023
11551753,Three-dimensional memory device with embedded dynamic random-access memory,,2023-01-10,2023
11556278,Electronic system having memory system and host for managing request set queue,,2023-01-17,2023
11562355,"Method, system, and computer program product for automatically re-processing a transaction",,2023-01-24,2023
11563244,Power storage unit and solar power generation unit,,2023-01-24,2023
11560184,Aerodynamic toolbox assembly,,2023-01-24,2023
11571322,Pain management and post-operative hip orthosis,,2023-02-07,2023
11573996,System and method for hierarchically organizing documents based on document portions,,2023-02-07,2023
D978684,Watch,,2023-02-21,2023
11601731,Computer program product and method for auto-focusing a camera on an in-person attendee who is speaking into a microphone at a hybrid meeting that is being streamed via a videoconferencing system to remote attendees,,2023-03-07,2023
11602228,Adjustable bed with aromatherapy system,,2023-03-14,2023
11609123,"Calibration method, device for infrared temperature measurement, electronic apparatus and storage medium",,2023-03-21,2023
D984524,Sports sunglasses,,2023-04-25,2023
11653016,"Prediction image generation device, moving image decoding device, moving image encoding device, and prediction image generation method",,2023-05-16,2023
11658085,Integrated circuit package and method,,2023-05-23,2023
11655459,Methods for reprogramming somatic cells,,2023-05-23,2023
11655477,Methods for thaxtomin production and engineered non-native Streptomyces with increased thaxtomin production,,2023-05-23,2023
11669341,Secondary account creation,,2023-06-06,2023
